;ID_station;nom_station;adresse_station;latitude;longitude;type_charge;nbre_pdc;type_connecteur;prix
506;75118-20;Paris/Rachel/1;1 avenue Rachel 75018 PARIS;48.8844148;2.3305461;NORMALE;1.0;T3;0.335010505929
507;75118-21;Paris/Marcadet/220;220 rue Marcadet 75018 PARIS;48.8920824;2.3331353;NORMALE;2.0;T3;0.243292015541
508;75118-22;Paris/Sofia/16;16 Rue Sofia 75018 PARIS;48.8850068;2.3475914;NORMALE;2.0;T3;0.394723326812
509;75118-27;Paris/Jean-François Lépine/1;1 rue Jean-François Lépine 75018 PARIS;48.88608;2.359072;NORMALE;2.0;T3;0.29226646251
510;75118-30;Paris/Ordener/1;1 Rue Ordener 75018 PARIS;48.89022;2.359383;NORMALE;1.0;T3;0.240204354512
511;75118-31;Paris/Évangile/45;45 rue de l'Évangile 75018 PARIS;48.8945881;2.3668072;NORMALE;2.0;T3;0.349253921132
512;75118-32;Paris/Boucry/35;35 rue de Boucry 75018 PARIS;48.895148;2.3595823;NORMALE;1.0;T3;0.205006171737
513;75118-34;Paris/Marcadet/7;7 rue Marcadet 75018 PARIS;48.8903813;2.3548773;NORMALE;2.0;T3;0.286586232921
514;75118-35;Paris/Custine/17;17 Rue Custine 75018 PARIS;48.8883596;2.3480345;NORMALE;2.0;T3;0.353576578543
515;75118-38;Paris/Jean Cocteau/2;2 rue Jean Cocteau 75018 PARIS;48.8996;2.351156;NORMALE;2.0;T3;0.404025751472
516;75118-40;Paris/Clichy/2;2 Boulevard de Clichy 75018 PARIS;48.8822728;2.3395493;NORMALE;1.0;T3;0.326953307432
517;75118-43;Paris/Henry Brisson/5;5 Rue Henry Brisson 75018 PARIS;48.8984293;2.3347923;NORMALE;1.0;T3;0.379794560742
518;75118-44;Paris/Charles Hermite/52;52 rue Charles Hermite 75018 PARIS;48.8990509;2.3649827;NORMALE;2.0;T3;0.299090942012
519;75119-02;Paris/Botzaris/50;50 rue Botzaris 75019 PARIS;48.8792228;2.3839164;NORMALE;2.0;T3;0.30732617607
520;75119-04;Paris/Flandre/119;119 avenue de Flandre 75019 PARIS;48.891659;2.3775942;NORMALE;2.0;T3;0.215575670295
521;75119-05;Paris/Émile Reynaud/4;4 rue Émile Reynaud 75019 PARIS;48.90176;2.38589;NORMALE;2.0;T3;0.273876268965
522;75119-06;Paris/Flandre/61;61 Avenue de Flandre 75019 PARIS;48.888195;2.3730799;NORMALE;2.0;T3;0.23025989535
523;75119-07;Paris/Armand Carrel/46;46 rue Armand Carrel 75019 PARIS;48.8829;2.376374;NORMALE;1.0;T3;0.266669265269
524;75119-08;Paris/Aubervilliers/126;126 rue d'Aubervilliers 75019 PARIS;48.8917059;2.3690678;NORMALE;2.0;T3;0.408341449758
525;75119-09;Paris/Aubervilliers/38;38 rue d'Aubervilliers 75019 PARIS;48.8862071;2.3665248;NORMALE;1.0;T3;0.403843004334
526;75119-13;Paris/Adolphe Mille/8;8 rue Adolphe Mille 75019 PARIS;48.888588;2.3888175;NORMALE;1.0;T3;0.3582155931
527;75119-14;Paris/Manin/159;159 Rue Manin 75019 PARIS;48.886098;2.3936;NORMALE;2.0;T3;0.313243785333
528;75119-16;Paris/Goubet/8;8 rue Goubet 75019 PARIS;48.8848179;2.3901243;NORMALE;2.0;T3;0.303151839522
529;75119-17;Paris/David d'Angers/54;54 Rue David d'Angers 75019 PARIS;48.8817709;2.3938462;NORMALE;2.0;T3;0.244462458591
530;75119-18;Paris/Mathurin Moreau/6;6 avenue Mathurin Moreau 75019 PARIS;48.87808;2.371484;NORMALE;1.0;T3;0.257062592993
531;75119-19;Paris/Simon Bolivar/96;96 Avenue Simon Bolivar 75019 PARIS;48.877449;2.374112;NORMALE;2.0;T3;0.213235983072
532;75119-20;Paris/Meurthe/1;1 Rue de la Meurthe 75019 PARIS;48.8893057;2.3835673;NORMALE;2.0;T3;0.351168981368
533;75119-21;Paris/Botzaris/16;16 rue de Botzaris 75019 PARIS;48.8768667;2.3811899;NORMALE;2.0;T3;0.37930969715
534;75119-23;Paris/Sérurier/54;54 Boulevard Sérurier 75019 PARIS;48.88075;2.397629;NORMALE;1.0;T3;0.343219046765
535;75119-24;Paris/Jules Romains/1;1 Rue Jules Romains 75019 PARIS;48.8727407;2.3782985;NORMALE;1.0;T3;0.42347012202
536;75119-25;Paris/Jacques Duchesne/1;1 rue Jacques Duchesne 75019 PARIS;48.8989321;2.3740363;NORMALE;2.0;T3;0.322247630907
537;75119-26;Paris/Sept Arpents/9;9 Rue des Sept Arpents 75019 PARIS;48.88947;2.398229;NORMALE;2.0;T3;0.358119380385
538;75119-27;Paris/Crimée/8;8 rue de Crimée 75019 PARIS;48.8777109;2.3916371;NORMALE;1.0;T3;0.383501345421
539;75119-28;Paris/Porte d'Aubervilliers/10;10 avenue de la Porte d'Aubervilliers 75019 PARIS;48.899335;2.371162;NORMALE;2.0;T3;0.393928550605
540;75119-29;Paris/Flandre/6;6 avenue de Flandre 75019 PARIS;48.8846108;2.3697594;NORMALE;2.0;T3;0.257535520764
541;75119-32;Paris/Crimée/82;82 rue de Crimée 75019 PARIS;48.882362;2.386574;NORMALE;2.0;T3;0.280913654986
542;75119-33;Paris/René Fonck/2;2 Avenue René Fonck 75019 PARIS;48.87869;2.409082;NORMALE;1.0;T3;0.338621174152
543;75119-34;Paris/Flandre/169;169 avenue de Flandre 75019 PARIS;48.894;2.380947;NORMALE;1.0;T3;0.324645672496
544;75119-35;Paris/Secrétan/44;44 avenue Secrétan 75019 PARIS;48.8806038;2.37444;NORMALE;1.0;T3;0.366490188406
545;75119-36;Paris/Secrétan/4;4 Avenue Secrétan 75019 PARIS;48.8821756;2.3708912;NORMALE;2.0;T3;0.315260227318
546;75120-01;Paris/Pyrénées/356;356 rue des Pyrénées 75020 PARIS;48.8738701;2.3864659;NORMALE;2.0;T3;0.315814696914
547;75120-02;Paris/Pyrénées/330;330 rue des Pyrénées 75020 PARIS;48.8732135;2.3903853;NORMALE;1.0;T3;0.316532236181
548;75120-03;Paris/Télégraphe/16;16 rue du Télégraphe 75020 PARIS;48.8723314;2.3995098;NORMALE;1.0;T3;0.298375854288
549;75120-04;Paris/Jean Veber/3;3 rue Jean Veber 75020 PARIS;48.8624944;2.4096676;NORMALE;2.0;T3;0.290117526199
550;75120-06;Paris/Pyrénées/236;236 Rue des Pyrénées 75020 PARIS;48.8674784;2.3965939;NORMALE;2.0;T3;0.27867366562
551;75120-07;Paris/Ménilmontant/30;30 Boulevard de Ménilmontant 75020 PARIS;48.86191;2.388035;NORMALE;2.0;T3;0.385912936497
552;75120-08;Paris/Ménilmontant/122;122 Rue Ménilmontant 75020 PARIS;48.8699519;2.3952568;NORMALE;2.0;T3;0.368622435546
553;75120-09;Paris/Pelleport/105;105 bis Rue Pelleport 75020 PARIS;48.86959;2.400348;NORMALE;1.0;T3;0.369715385633
554;75120-10;Paris/Guébriant/6;6 rue Guébriant 75020 PARIS;48.8730881;2.4092069;NORMALE;1.0;T3;0.251486158479
555;75120-11;Paris/Gambetta/1;1 Avenue Gambetta 75020 PARIS;48.8632187;2.388968;NORMALE;2.0;T3;0.367850177808
556;75120-12;Paris/Sorbier/40;40 Rue Sorbier 75020 PARIS;48.8656837;2.3929721;NORMALE;2.0;T3;0.334663288747
557;75120-13;Paris/Julien Lacroix/39;39 rue Julien Lacroix 75020 PARIS;48.8698372;2.3850271;NORMALE;2.0;T3;0.2220316017
558;75120-14;Paris/Charles et Robert/6;6 rue Charles et Robert 75020 PARIS;48.85317;2.412055;NORMALE;2.0;T3;0.444038344565
559;75120-15;Paris/Bagnolet/142;142 Rue de Bagnolet 75020 PARIS;48.8614319;2.4056437;NORMALE;2.0;T3;0.221340574671
560;75120-16;Paris/Maurice Berteaux/2;2 rue Maurice Berteaux 75020 PARIS;48.8679083;2.4100481;NORMALE;1.0;T3;0.293450528618
561;75120-17;Paris/Pyrénées/137;137 Rue des Pyrénées 75020 PARIS;48.85844;2.402911;NORMALE;1.0;T3;0.269585144188
562;75120-18;Paris/Monte Cristo/24;24 rue Monte Cristo 75020 PARIS;48.8552253;2.3984912;NORMALE;2.0;T3;0.268665282615
563;75120-19;Paris/Lagny/117;117 rue de Lagny 75020 PARIS;48.8491535;2.4133021;NORMALE;2.0;T3;0.427691181904
564;75120-21;Paris/Pyrénées/89;89 Rue des Pyrénées 75020 PARIS;48.854194;2.405656;NORMALE;2.0;T3;0.260991018068
565;75120-22;Paris/Harpignies/3;3 rue Harpignies 75020 PARIS;48.8587455;2.4101638;NORMALE;1.0;T3;0.214893656742
566;75120-23;Paris/Vincennes/65;65 cours de Vincennes 75020 PARIS;48.8477968;2.4060203;NORMALE;2.0;T3;0.206158063699
567;75120-24;Paris/Plaine/25;25 rue de la Plaine 75020 PARIS;48.8500605;2.4019645;NORMALE;2.0;T3;0.227511245795
568;75120-26;Paris/Capitaine Ferber/5;5 bis Rue du Capitaine Ferber 75020 PARIS;48.865359;2.405207;NORMALE;2.0;T3;0.230826297139
569;75120-28;Paris/Gambetta/65;65 Avenue Gambetta 75020 PARIS;48.8650994;2.3963304;NORMALE;1.0;T3;0.362704210655
570;75120-30;Paris/Frédérick Lemaître/5;5 rue Frédérick Lemaître 75020 PARIS;48.8736473;2.3911798;NORMALE;2.0;T3;0.256165027067
571;75120-32;Paris/Gambetta/19;19 Avenue Gambetta 75020 PARIS;48.8637;2.390714;NORMALE;2.0;T3;0.421544940456
572;75120-34;Paris/Charonne/158;158 boulevard de Charonne 75020 PARIS;48.8569151;2.3941433;NORMALE;2.0;T3;0.377792999349
573;75120-35;Paris/Charonne/52;52 boulevard de Charonne 75020 PARIS;48.8518536;2.3982137;NORMALE;2.0;T3;0.272916339532
574;75120-38;Paris/Frédéric Loliée/5;5 rue Frédéric Loliée 75020 PARIS;48.8495131;2.4061582;NORMALE;2.0;T3;0.287151630603
575;75120-40;Paris/Gambetta/249;249 avenue Gambetta 75020 PARIS;48.8757323;2.4060008;NORMALE;2.0;T3;0.369654772776
576;75120-42;Paris/Belleville/265;265 rue de Belleville 75020 PARIS;48.87559;2.399738;NORMALE;2.0;T3;0.409658473236
577;75120-43;Paris/Sorbier/14;14 rue Sorbier 75020 PARIS;48.867322;2.3906964;NORMALE;2.0;T3;0.396763256404
578;75120-44;Paris/Mortier/15;15 boulevard Mortier 75020 PARIS;48.8657;2.408668;NORMALE;1.0;T3;0.230983776023
579;91645-01;Verrières-le-Buisson/Pré-Hauts/1;1 Place des Pré-Hauts 91370 VERRIÈRES-LE-BUISSON;48.75219;2.271931;NORMALE;1.0;T3;0.254969764297
580;91645-02;Verrières-le-Buisson/Maréchal Foch/56;56 boulevard du Maréchal Foch 91370 VERRIÈRES-LE-BUISSON;48.7457426;2.2691436;NORMALE;1.0;T3;0.263607677106
581;91645-03;Verrières-le-Buisson/D'Estienne d'Orves/204;204 rue d’Estienne d’Orves 91370 VERRIÈRES-LE-BUISSON;48.7409291;2.2523628;NORMALE;1.0;T3;0.26674385747
582;91691-01;Yerres/Raymond Poincarré/200;200 rue Raymond Poincarré 91330 YERRES;48.7214;2.499922;NORMALE;1.0;T3;0.316889702735
583;91691-02;Yerres/Charles-de-Gaulle/1;1 rue Charles-de-Gaulle 91330 YERRES;48.716666;2.488177;NORMALE;1.0;T3;0.310049171282
584;91691-03;Yerres/Pierre Brossolette/92;92 rue Pierre Brossolette 91330 YERRES;48.7006549;2.4828313;NORMALE;1.0;T3;0.242916382373
585;92002-03;Antony/De Gaulle/11;11 avenue du Général De Gaulle 92160 ANTONY;48.76307;2.306646;NORMALE;1.0;T3;0.338280293676
586;92002-04;Antony/Alexis de Tocqueville/4;4 rue Alexis de Tocqueville 92160 ANTONY;48.7326149;2.3141819;NORMALE;1.0;T3;0.265925296192
587;92026-15;Courbevoie/Hérold/6;6 Place Hérold 92400 COURBEVOIE;48.8963773;2.256579;NORMALE;1.0;T3;0.388706515947
588;92035-01;La Garenne-Colombes/République/52;52 Boulevard de la République 92250 LA GARENNE-COLOMBES;48.90628;2.249208;NORMALE;1.0;T3;0.314815880294
589;92040-16;Issy-les-Moulineaux/René Jacques/1;1 Rue René Jacques 92130 ISSY-LES-MOULINEAUX;48.8238961;2.2621859;NORMALE;1.0;T3;0.351487316089
590;92064-01;Saint-Cloud/Pasteur/18;18 rue Pasteur 92210 SAINT-CLOUD;48.84203;2.203811;NORMALE;1.0;T3;0.431053137749
591;92064-02;Saint-Cloud/Armengaud/12;12 rue Armengaud 92220 SAINT-CLOUD;48.84652;2.216632;NORMALE;1.0;T3;0.339002300514
592;92064-03;Saint-Cloud/Mont Valérien/38;38 ter rue du Mont Valérien 92210 SAINT-CLOUD;48.8569103;2.2152544;NORMALE;1.0;T3;0.401296940198
593;92073-08;Suresnes/Huché/26;26 rue Huché 92150 SURESNES;48.8766119;2.2218839;NORMALE;1.0;T3;0.426384676818
594;92073-14;Suresnes/Marcel Monge/2;2 Rue Marcel Monge 92150 SURESNES;48.86121;2.224382;NORMALE;1.0;T3;0.234266835887
595;92078-02;Villeneuve-la-Garenne/Pompidou/29;29 Avenue Georges Pompidou 92390 VILLENEUVE-LA-GARENNE;48.9418303;2.3235384;NORMALE;1.0;T3;0.264605303096
596;93001-13;Aubervilliers/Victor Hugo/45;45 avenue Victor Hugo 93300 AUBERVILLIERS;48.90341;2.368184;NORMALE;1.0;T3;0.34577474223
597;93005-01;Aulnay-sous-bois/Félix Faure/22;22 boulevard Félix Faure 93600 AULNAY-SOUS-BOIS;48.9336579;2.499411;NORMALE;1.0;T3;0.438856723884
598;93005-02;Aulnay-sous-bois/Isidore Nerat/6;6 rue Isidore Nerat 93600 AULNAY-SOUS-BOIS;48.9302366;2.4945429;NORMALE;1.0;T3;0.434421437385
599;93005-07;Aulnay-sous-bois/Maryse Bastié/1;1 rue Maryse Bastié 93600 AULNAY-SOUS-BOIS;48.9592819;2.4956263;NORMALE;1.0;T3;0.220567491159
600;93007-01;Le Blanc-Mesnil/Claude Terrasse/1;1 rue Claude Terrasse 93150 LE BLANC-MESNIL;48.9376981;2.462453;NORMALE;1.0;T3;0.435398459277
601;93014-01;Clichy-sous-Bois/11 Novembre 1918/1;1 place du 11 Novembre 1918 93390 CLICHY-SOUS-BOIS;48.91034;2.5465;NORMALE;1.0;T3;0.272653344191
602;93029-03;Drancy/Sadi Carnot/116;116 rue Sadi Carnot 93700 DRANCY;48.9258333;2.4403004;NORMALE;1.0;T3;0.356467766111
603;93029-04;Drancy/Latéral/20;20 Chemin Latéral 93700 DRANCY;48.93327;2.455181;NORMALE;1.0;T3;0.358024890852
604;93029-13;Drancy/Nouvelle/7;7 rue Nouvelle 93700 DRANCY;48.9241686;2.4358951;NORMALE;1.0;T3;0.313447516267
605;93031-03;Épinay-sur-Seine/Avenir/1;1 rue de l'Avenir 93800 ÉPINAY-SUR-SEINE;48.9578054;2.3271301;NORMALE;1.0;T3;0.272743622352
606;93031-05;Épinay-sur-Seine/Fitzelin/64;64 Rue de Fitzelin 93800 ÉPINAY-SUR-SEINE;48.960565;2.3068329;NORMALE;1.0;T3;0.366688668017
607;93045-01;Les Lilas/Georges Pompidou/3;3 Rue Georges Pompidou 93260 LES LILAS;48.8793959;2.4156066;NORMALE;1.0;T3;0.231811633029
608;93045-02;Les Lilas/Bruyères/10;10 Rue des Bruyères 93260 LES LILAS;48.8783253;2.413255;NORMALE;1.0;T3;0.359402906853
609;93045-03;Les Lilas/Léon Renault/19;19 rue Léon Renault 93260 LES LILAS;48.8810551;2.4223705;NORMALE;1.0;T3;0.418788248011
610;93047-01;Montfermeil/Leclerc/19;19 rue du Général Leclerc 93370 MONTFERMEIL;48.9003522;2.5717728;NORMALE;1.0;T3;0.369952147065
611;93048-01;Montreuil/De Gaulle/15;15 place du Général de Gaulle 93100 MONTREUIL;48.8682727;2.4328728;NORMALE;1.0;T3;0.386936645739
612;93048-07;Montreuil/République/2;2 rue de la République 93100 MONTREUIL;48.8532555;2.4231379;NORMALE;1.0;T3;0.331361416239
613;93049-02;Neuilly-Plaisance/Paul Cézanne/2;2 rue Paul Cézanne 93360 NEUILLY-PLAISANCE;48.851574;2.5139514;NORMALE;1.0;T3;0.305098566349
614;93061-01;Le Pré-Saint-Gervais/André Joineau/79;79 rue André Joineau 93310 LE PRÉ-SAINT-GERVAIS;48.8832598;2.4037001;NORMALE;1.0;T3;0.30811433708
615;94052-01;Nogent-sur-Marne/Georges Clémenceau/10;10 avenue Georges Clémenceau 94130 NOGENT-SUR-MARNE;48.835662;2.4723332;NORMALE;1.0;T3;0.356955735228
616;94052-02;Nogent-sur-Marne/Jean Monnet/1;1 rue Jean Monnet 94130 NOGENT-SUR-MARNE;48.8383861;2.4934423;NORMALE;1.0;T3;0.304980349934
617;94052-03;Nogent-sur-Marne/Port/27;27 rue du Port 94130 NOGENT-SUR-MARNE;48.83308;2.489653;NORMALE;1.0;T3;0.310716478641
618;94065-01;Rungis/Lard/22;22 Voie au Lard 94150 RUNGIS;48.75017;2.347478;NORMALE;1.0;T3;0.27179859444
619;94065-02;Rungis/Robert Schuman/43;43 avenue Robert Schuman 94150 RUNGIS;48.7459296;2.3546196;NORMALE;1.0;T3;0.415131494911
620;94067-02;Saint-Mandé/Mongenot/3;3 Rue Mongenot 94160 SAINT-MANDÉ;48.8435084;2.4171838;NORMALE;1.0;T3;0.265684977392
621;94067-04;Saint-Mandé/Pasteur/11;11 avenue Pasteur 94160 SAINT-MANDÉ;48.8454583;2.4235655;NORMALE;1.0;T3;0.282977899893
622;94080-02;Vincennes/De Gaulle/6;6 avenue du Général de Gaulle 94300 VINCENNES;48.8447052;2.4340166;NORMALE;1.0;T3;0.342994097659
623;94080-03;Vincennes/Fontenay/44;44 rue de Fontenay 94300 VINCENNES;48.84779;2.44345;NORMALE;1.0;T3;0.227249210242
624;94080-04;Vincennes/Murs du parc/2;2 avenue des murs du parc 94080 VINCENNES;48.84681;2.452298;NORMALE;1.0;T3;0.3910995838
625;95063-03;Bezons/Emile Zola/50;50 rue Emile Zola 95870 BEZONS;48.9237996;2.2092127;NORMALE;1.0;T3;0.38162031163
626;CNR0713000001;Soyons;Les Freydières Centre Commercial rte Valence, 07130 SOYONS;44.9194306;4.8609361111;RAPIDE;2.0;T2-Chademo-Combo2;0.209505718477
627;CNR2620000001;Montélimar;Avenue du 14 Juillet 1789, 26200 Montélimar;44.5544889;4.7439333333;RAPIDE;2.0;T2-Chademo-Combo2;0.443428738399
628;CNR3040000001;Villeneuve-Lez-Avignon;5 Avenue Charles de Gaulle, 30400 Villeneuve-lès-Avignon;43.963064;4.799856;RAPIDE;2.0;T2-Chademo-Combo2;0.421114239457
629;CNR1315000001;Tarascon;4 Place Colonel Berrurier, 13150 Tarascon, France;43.801508;4.656456;RAPIDE;2.0;T2-Chademo-Combo2;0.252215462637
630;CNR0725000001;Le Pouzin;"Parking La Rotonde
quai René Révollat 07250 Le Pouzin";44.756264;4.750158;RAPIDE;2.0;T2-Chademo-Combo2;0.363955770154
631;CNR2650000001;Bourg-Lès-Valence;"Route d'accès ViaRhona
91 route de la roche de Glun 26500 Bourg-Lès-Valence";44.960669;4.877422;RAPIDE;2.0;T2-Chademo-Combo2;0.386486105198
632;CNR6900700001;Port Lyon Edouard Herriot;2-4 rue de Dijon 69007 Lyon;45.725453;4.8369;RAPIDE;1.0;T2-Chademo;0.204222754799
633;CNR0115000002;Saint-Vulbas (La Plaine de l'Ain);av Charles De Gaulle, 01150 SAINT VULBAS;45.8374167;5.2859916667;RAPIDE;2.0;T2-Chademo-Combo2;0.288159872477
634;CNR6956000001;Saint-Romain-En-Gal;Rue des Thermes 69560 Saint-Romain-en-Gal;45.5291175;4.8680041667;RAPIDE;2.0;T2-Chademo-Combo2;0.226322705273
635;CNR0730000001;Tournon;Promenade Roche de France 07300 Tournon sur Rhône;45.070575;4.8285611111;RAPIDE;2.0;T2-Chademo-Combo2;0.210128161834
636;CNR2624000001;Laveyron;123 La Croix des Mailles, 26240 Laveyron;45.2035861;4.8142583333;RAPIDE;2.0;T2-Chademo-Combo2;0.320422644168
637;CNR7491000001;Seyssel;Port Gallatin 8 rte d'Aix les bains 74910 Seyssel;45.9568778;5.8343805556;RAPIDE;2.0;T2-Chademo-Combo2;0.25369050346
638;CNR6970000001;Givors;Place Jules Mouton 4 Rue des tuileries9700 GIVORS;45.5902167;4.7703333333;RAPIDE;2.0;T2-Chademo-Combo2;0.426522441921
639;CNR3839000001;Porcieu-Amblagnieu;Ile de la Serre 38390 PORCIEU-AMBLAGNIEU;45.8532083;5.4070916667;RAPIDE;2.0;T2-Chademo-Combo2;0.395759475828
640;CNR0120000001;Bellegarde;place Victor Bérard, 01200 BELLEGARDE SUR VALSERINE;46.1087556;5.8298388889;RAPIDE;2.0;T2-Chademo-Combo2;0.391406556022
641;CNR6913000001;Ecully;1 Le Perollier, 69130 Écully;45.787467;4.783294;RAPIDE;2.0;T2-Chademo-Combo2;0.209392813488
642;CNR1323000001;Port-Saint-Louis;2 Avenue Anatole France, 13230 Port-Saint-Louis-du-Rhône, ;43.3836722;4.8089166667;RAPIDE;2.0;T2-Chademo-Combo2;0.29843680257
643;BEZ1;AIRE DE BÉZIERS-MONTBLANC NORD;A9 - MONTBLANC 34290;43.361123;3.344201;RAPIDE;1.0;TRISTANDARD;0.311916777931
644;BEZ2;AIRE DE BÉZIERS-MONTBLANC SUD;A9 - MONTBLANC 34290;43.35903;3.347042;RAPIDE;1.0;TRISTANDARD;0.401056809626
645;BOS1;AIRE DE BOSGOUET NORD;A13 - BOSGOUET 27310;49.36103;0.864317;RAPIDE;1.0;TRISTANDARD;0.372755240457
646;DIJ1;AIRE DE DIJON-BROGNON (EST);A31 - BROGNON 21490;47.422962;5.168843;RAPIDE;1.0;TRISTANDARD;0.392458391486
647;DIJ2;AIRE DE DIJON-BROGNON (OUEST);A31 - BROGNON 21490;47.422787;5.170416;RAPIDE;1.0;TRISTANDARD;0.262825384429
648;FOR2;AIRE DE LA PLAINE DU FOREZ OUEST;A72 - MAGNEUX-HAUTE-RIVE 42600;45.682211;4.154907;RAPIDE;1.0;TRISTANDARD;0.307374118767
649;EPI1;AIRE DE L'EPITRE;A16 - BEUVREGUEN 62250;50.792878;1.687378;RAPIDE;1.0;TRISTANDARD;0.222641618489
650;LYO1;AIRE DE LYON-DAGNEUX;A42 - DAGNEUX 1120;45.843805;5.070292;RAPIDE;1.0;TRISTANDARD;0.244387881859
651;LYO2;AIRE DE LYON-MONTLUEL;A42 - DAGNEUX 1120;45.844581;5.07036;RAPIDE;1.0;TRISTANDARD;0.289962269648
652;MAI1;AIRE DE MAISON DIEU;A6 - SCEAUX 89420;47.504849;4.037265;RAPIDE;1.0;TRISTANDARD;0.370206212102
653;PRC1;AIRE DE PARCÉ-SUR-SARTHE EST;A11 - PARCE-SUR-SARTHE 72300;47.804373;-0.167343;RAPIDE;1.0;TRISTANDARD;0.393432551623
654;PRC2;AIRE DE PARCÉ-SUR-SARTHE OUEST;A11 - PARCE-SUR-SARTHE 72300;47.806864;-0.168515;RAPIDE;1.0;TRISTANDARD;0.274120227642
655;ROS2;AIRE DE ROSNY-SUR-SEINE SUD;A13 - ROSNY-SUR-SEINE 78710;48.992067;1.633191;RAPIDE;1.0;TRISTANDARD;0.411947800814
656;HIL1;AIRE DE SAINT-HILAIRE COTTES;A26 - SAINT-HILAIRE-COTTES 62120;50.5723;2.380037;RAPIDE;1.0;TRISTANDARD;0.275604945393
657;SLA1;AIRE DE SAINT-LAURENT;A25 - STEENVOORDE 59114;50.826594;2.585882;RAPIDE;1.0;TRISTANDARD;0.406551527219
658;TAR1;AIRE DE TARDENOIS NORD;A4 - FRESNES-EN-TARDENOIS 2130;49.126799;3.537641;RAPIDE;1.0;TRISTANDARD;0.217409173716
659;TAR2;AIRE DE TARDENOIS SUD;A4 - FRESNES-EN-TARDENOIS 2130;49.125827;3.538034;RAPIDE;1.0;TRISTANDARD;0.295939688002
660;VAL1;AIRE DE VALMY LE MOULIN;A4 - VALMY 51800;49.073769;4.78985;RAPIDE;1.0;TRISTANDARD;0.365532925849
661;VAL2;AIRE DE VALMY ORBEVAL;A4 - VALMY 51800;49.072422;4.789472;RAPIDE;1.0;TRISTANDARD;0.396617769878
662;CAP1;AIRE DES 2 CAPS;A16 - LEUBRINGHEN 62250;50.862174;1.734944;RAPIDE;1.0;TRISTANDARD;0.379496933984
663;BEU2;AIRE DE BEUZEVILLE SUD;A13 - BEUZEVILLE 27210;49.320598;0.319312;RAPIDE;1.0;TRISTANDARD;0.430972572155
664;BEA1;AIRE DE BEAUNE-MERCEUIL;A6 - Merceuil 21190;46.963419;4.838175;RAPIDE;1.0;TRISTANDARD;0.315712235891
665;CHI1;AIRE DE CHIEN BLANC;A6 - Eguilly 21350;47.314341;4.496059;RAPIDE;1.0;TRISTANDARD;0.40601885455
666;FOR1;AIRE DE LA PLAINE DU FOREZ EST;A72 - Magneux-Haute-Rive 42600;45.679914;4.156936;RAPIDE;1.0;TRISTANDARD;0.249307437794
667;MAC1;AIRE DE MÂCON-LA SALLE;A6 - La Salle 71260;46.417809;4.86509;RAPIDE;1.0;TRISTANDARD;0.381060139758
668;MAC2;AIRE DE MÂCON-SAINT-ALBAIN;A6 - La Salle 71260;46.419859;4.86442;RAPIDE;1.0;TRISTANDARD;0.314861448086
669;MON1;AIRE DE MONTÉLIMAR EST;A7 - Allan 26780;44.514591;4.781889;RAPIDE;1.0;TRISTANDARD;0.304453088462
670;MON2;AIRE DE MONTÉLIMAR OUEST;A7 - Allan 26780;44.515359;4.780804;RAPIDE;1.0;TRISTANDARD;0.379054584708
671;BEA2;AIRE DE BEAUNE-TAILLY;A6 - Merceuil 21190;46.964053;4.836;RAPIDE;1.0;TRISTANDARD;0.218693081346
672;VEM1;AIRE DE VEMARS EST;A1 - Vémars 95470;49.072775;2.552858;RAPIDE;1.0;TRISTANDARD;0.263731444564
673;HAU1;AIRE DU HAUT-FOREZ NORD;A89 - Les Salles 42440;45.856003;3.81278;RAPIDE;1.0;TRISTANDARD;0.204999707183
674;PDB1;AIRE DU POULET DE BRESSE;A39 - Dommartin-lès-Cuiseaux 71480;46.495918;5.310776;RAPIDE;1.0;TRISTANDARD;0.288863623924
675;VAR1;AIRE DE VARADES - PAYS D'ANCENIS;A11 - Varades 44370;47.418547;-1.017641;RAPIDE;1.0;TRISTANDARD;0.391183033843
676;HAU2;AIRE DU HAUT-FOREZ SUD;A89 - Les Salles 42440;45.855017;3.812358;RAPIDE;1.0;TRISTANDARD;0.27551359458
677;CHG1;AIRE DE CHANGIS-SUR-MARNE;A4 - Ussy-sur-Marne 77260;48.963316;3.052501;RAPIDE;1.0;TRISTANDARD;0.391124225581
678;KES1;AIRE DE KESKATEL EST;A4 - Keskastel 67260;48.972534;7.06863;RAPIDE;1.0;TRISTANDARD;0.22976762263
679;ORV1;E.LECLERC ORVAULT;rue de la Conraie - Orvault 44700;47.262201;-1.59105;RAPIDE;1.0;TRISTANDARD;0.261344760921
680;VND1;AIRE DE LA VENDEE;A83 - Sainte-Hermine 85210;46.573294;-1.117956;RAPIDE;1.0;TRISTANDARD;0.324788030561
681;LAT1;AIRE DE LATITUDE 45;A7 - Pont-de-l'Isère 26600;45.029055;4.876242;RAPIDE;1.0;TRISTANDARD;0.263766903792
682;LON1;AIRE DE LONGUE LA COUAILLES;A85 - Longué-Jumelles 49160;47.418331;-0.133609;RAPIDE;1.0;TRISTANDARD;0.332606556152
683;MAR2;AIRE DE MARGUERITTES SUD;A9 - Marguerittes 30320;43.867984;4.438461;RAPIDE;1.0;TRISTANDARD;0.289882185954
684;REL1;AIRE DE RELY;A26 - Rely 62120;50.572275;2.378017;RAPIDE;1.0;TRISTANDARD;0.426132030198
